"timestamp","vcserver","datacenter","vmhost","vswitch","nic"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-02.vmware.com","vSwitch0","vmnic9"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-02.vmware.com","vSwitch0","vmnic8"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-02.vmware.com","vSwitch0","vmnic1"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-02.vmware.com","vSwitch0","vmnic0"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-02.vmware.com","vSwitch1","vmnic2"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-02.vmware.com","vSwitch1","vmnic11"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-02.vmware.com","vSwitch2","vmnic3"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-02.vmware.com","vSwitch2","vmnic10"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-03.vmware.com","vSwitch0","vmnic9"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-03.vmware.com","vSwitch0","vmnic8"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-03.vmware.com","vSwitch0","vmnic1"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-03.vmware.com","vSwitch0","vmnic0"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-03.vmware.com","vSwitch1","vmnic2"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-03.vmware.com","vSwitch1","vmnic11"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-03.vmware.com","vSwitch2","vmnic3"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-03.vmware.com","vSwitch2","vmnic10"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-04.vmware.com","vSwitch0","vmnic9"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-04.vmware.com","vSwitch0","vmnic8"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-04.vmware.com","vSwitch0","vmnic1"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-04.vmware.com","vSwitch0","vmnic0"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-04.vmware.com","vSwitch1","vmnic2"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-04.vmware.com","vSwitch1","vmnic11"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-04.vmware.com","vSwitch2","vmnic3"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-04.vmware.com","vSwitch2","vmnic10"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-05.vmware.com","vSwitch0","vmnic9"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-05.vmware.com","vSwitch0","vmnic1"
"2013-10-08 13:44:31","vc-dev-1.vmware.com","North America Remote Sites","wdc-lt-rac-05.vmware.com","vSwitch0","vmnic8"
